[26/Mar/2019 08:45:22 PM] : [Pagination] | 558
[26/Mar/2019 10:51:27 PM] : [Pagination] | SELECT views_likes.id AS views_table_likes_table_id,post_id AS views_table_likes_table_post_id,views_likes.comment_id    AS views_table_likes_table_comment_id,views_likes.user_id AS views_table_likes_table_user_id,views_likes.firstname AS views_table_likes_table_firstname,views_likes.lastname AS views_table_likes_table_lastname,views_likes.likes_time AS views_table_likes_table_likes_time FROM views_likes WHERE post_id >=497 && post_id <=558;SELECT reply_views_likes.id AS reply_views_likes_table_id,reply_views_likes.reply_id AS reply_views_likes_table_reply_id,post_id AS reply_views_likes_table_post_id,reply_views_likes.comment_id    AS reply_views_likes_table_comment_id,reply_views_likes.user_id AS reply_views_likes_table_user_id,reply_views_likes.firstname AS reply_views_likes_table_firstname,reply_views_likes.lastname AS reply_views_likes_table_lastname,reply_views_likes.likes_time  AS reply_views_likes_table_likes_time FROM reply_views_likes WHERE post_id >=497 && post_id <=558;SELECT * FROM reactions WHERE post_id >=497 && post_id<= 558;
[26/Mar/2019 11:03:42 PM] : [Pagination] | 558
[26/Mar/2019 11:03:42 PM] : [Pagination] | SELECT views_likes.id AS views_table_likes_table_id,post_id AS views_table_likes_table_post_id,views_likes.comment_id    AS views_table_likes_table_comment_id,views_likes.user_id AS views_table_likes_table_user_id,views_likes.firstname AS views_table_likes_table_firstname,views_likes.lastname AS views_table_likes_table_lastname,views_likes.likes_time AS views_table_likes_table_likes_time FROM views_likes WHERE post_id >=497 && post_id <=558;SELECT reply_views_likes.id AS reply_views_likes_table_id,reply_views_likes.reply_id AS reply_views_likes_table_reply_id,post_id AS reply_views_likes_table_post_id,reply_views_likes.comment_id    AS reply_views_likes_table_comment_id,reply_views_likes.user_id AS reply_views_likes_table_user_id,reply_views_likes.firstname AS reply_views_likes_table_firstname,reply_views_likes.lastname AS reply_views_likes_table_lastname,reply_views_likes.likes_time  AS reply_views_likes_table_likes_time FROM reply_views_likes WHERE post_id >=497 && post_id <=558;SELECT * FROM reactions WHERE post_id >=497 && post_id<= 558;
[26/Mar/2019 11:06:26 PM] : [Pagination] | 558
[26/Mar/2019 11:06:26 PM] : [Pagination] | SELECT views_likes.id AS views_table_likes_table_id,post_id AS views_table_likes_table_post_id,views_likes.comment_id    AS views_table_likes_table_comment_id,views_likes.user_id AS views_table_likes_table_user_id,views_likes.firstname AS views_table_likes_table_firstname,views_likes.lastname AS views_table_likes_table_lastname,views_likes.likes_time AS views_table_likes_table_likes_time FROM views_likes WHERE post_id >=497 && post_id <=558;SELECT reply_views_likes.id AS reply_views_likes_table_id,reply_views_likes.reply_id AS reply_views_likes_table_reply_id,post_id AS reply_views_likes_table_post_id,reply_views_likes.comment_id    AS reply_views_likes_table_comment_id,reply_views_likes.user_id AS reply_views_likes_table_user_id,reply_views_likes.firstname AS reply_views_likes_table_firstname,reply_views_likes.lastname AS reply_views_likes_table_lastname,reply_views_likes.likes_time  AS reply_views_likes_table_likes_time FROM reply_views_likes WHERE post_id >=497 && post_id <=558;SELECT * FROM reactions WHERE post_id >=497 && post_id<= 558;
[26/Mar/2019 11:08:30 PM] : [Pagination] | 558
[26/Mar/2019 11:08:30 PM] : [Pagination] | SELECT views_likes.id AS views_table_likes_table_id,post_id AS views_table_likes_table_post_id,views_likes.comment_id    AS views_table_likes_table_comment_id,views_likes.user_id AS views_table_likes_table_user_id,views_likes.firstname AS views_table_likes_table_firstname,views_likes.lastname AS views_table_likes_table_lastname,views_likes.likes_time AS views_table_likes_table_likes_time FROM views_likes WHERE post_id >=497 && post_id <=558;SELECT reply_views_likes.id AS reply_views_likes_table_id,reply_views_likes.reply_id AS reply_views_likes_table_reply_id,post_id AS reply_views_likes_table_post_id,reply_views_likes.comment_id    AS reply_views_likes_table_comment_id,reply_views_likes.user_id AS reply_views_likes_table_user_id,reply_views_likes.firstname AS reply_views_likes_table_firstname,reply_views_likes.lastname AS reply_views_likes_table_lastname,reply_views_likes.likes_time  AS reply_views_likes_table_likes_time FROM reply_views_likes WHERE post_id >=497 && post_id <=558;SELECT * FROM reactions WHERE post_id >=497 && post_id<= 558;
[26/Mar/2019 11:15:54 PM] : [Pagination] | 558
[26/Mar/2019 11:15:54 PM] : [Pagination] | SELECT views_likes.id AS views_table_likes_table_id,post_id AS views_table_likes_table_post_id,views_likes.comment_id    AS views_table_likes_table_comment_id,views_likes.user_id AS views_table_likes_table_user_id,views_likes.firstname AS views_table_likes_table_firstname,views_likes.lastname AS views_table_likes_table_lastname,views_likes.likes_time AS views_table_likes_table_likes_time FROM views_likes WHERE post_id >=497 && post_id <=558;SELECT reply_views_likes.id AS reply_views_likes_table_id,reply_views_likes.reply_id AS reply_views_likes_table_reply_id,post_id AS reply_views_likes_table_post_id,reply_views_likes.comment_id    AS reply_views_likes_table_comment_id,reply_views_likes.user_id AS reply_views_likes_table_user_id,reply_views_likes.firstname AS reply_views_likes_table_firstname,reply_views_likes.lastname AS reply_views_likes_table_lastname,reply_views_likes.likes_time  AS reply_views_likes_table_likes_time FROM reply_views_likes WHERE post_id >=497 && post_id <=558;SELECT * FROM reactions WHERE post_id >=497 && post_id<= 558;
[26/Mar/2019 11:22:02 PM] : [Pagination] | 514
[26/Mar/2019 11:22:02 PM] : [Pagination] | SELECT views_likes.id AS views_table_likes_table_id,post_id AS views_table_likes_table_post_id,views_likes.comment_id    AS views_table_likes_table_comment_id,views_likes.user_id AS views_table_likes_table_user_id,views_likes.firstname AS views_table_likes_table_firstname,views_likes.lastname AS views_table_likes_table_lastname,views_likes.likes_time AS views_table_likes_table_likes_time FROM views_likes WHERE post_id >=459 && post_id <=514;SELECT reply_views_likes.id AS reply_views_likes_table_id,reply_views_likes.reply_id AS reply_views_likes_table_reply_id,post_id AS reply_views_likes_table_post_id,reply_views_likes.comment_id    AS reply_views_likes_table_comment_id,reply_views_likes.user_id AS reply_views_likes_table_user_id,reply_views_likes.firstname AS reply_views_likes_table_firstname,reply_views_likes.lastname AS reply_views_likes_table_lastname,reply_views_likes.likes_time  AS reply_views_likes_table_likes_time FROM reply_views_likes WHERE post_id >=459 && post_id <=514;SELECT * FROM reactions WHERE post_id >=459 && post_id<= 514;
[26/Mar/2019 11:22:02 PM] : [Pagination] | 558
[26/Mar/2019 11:22:02 PM] : [Pagination] | SELECT views_likes.id AS views_table_likes_table_id,post_id AS views_table_likes_table_post_id,views_likes.comment_id    AS views_table_likes_table_comment_id,views_likes.user_id AS views_table_likes_table_user_id,views_likes.firstname AS views_table_likes_table_firstname,views_likes.lastname AS views_table_likes_table_lastname,views_likes.likes_time AS views_table_likes_table_likes_time FROM views_likes WHERE post_id >=497 && post_id <=558;SELECT reply_views_likes.id AS reply_views_likes_table_id,reply_views_likes.reply_id AS reply_views_likes_table_reply_id,post_id AS reply_views_likes_table_post_id,reply_views_likes.comment_id    AS reply_views_likes_table_comment_id,reply_views_likes.user_id AS reply_views_likes_table_user_id,reply_views_likes.firstname AS reply_views_likes_table_firstname,reply_views_likes.lastname AS reply_views_likes_table_lastname,reply_views_likes.likes_time  AS reply_views_likes_table_likes_time FROM reply_views_likes WHERE post_id >=497 && post_id <=558;SELECT * FROM reactions WHERE post_id >=497 && post_id<= 558;
[26/Mar/2019 11:59:23 PM] : [Pagination] | 514
[26/Mar/2019 11:59:23 PM] : [Pagination] | SELECT views_likes.id AS views_table_likes_table_id,post_id AS views_table_likes_table_post_id,views_likes.comment_id    AS views_table_likes_table_comment_id,views_likes.user_id AS views_table_likes_table_user_id,views_likes.firstname AS views_table_likes_table_firstname,views_likes.lastname AS views_table_likes_table_lastname,views_likes.likes_time AS views_table_likes_table_likes_time FROM views_likes WHERE post_id >=459 && post_id <=514;SELECT reply_views_likes.id AS reply_views_likes_table_id,reply_views_likes.reply_id AS reply_views_likes_table_reply_id,post_id AS reply_views_likes_table_post_id,reply_views_likes.comment_id    AS reply_views_likes_table_comment_id,reply_views_likes.user_id AS reply_views_likes_table_user_id,reply_views_likes.firstname AS reply_views_likes_table_firstname,reply_views_likes.lastname AS reply_views_likes_table_lastname,reply_views_likes.likes_time  AS reply_views_likes_table_likes_time FROM reply_views_likes WHERE post_id >=459 && post_id <=514;SELECT * FROM reactions WHERE post_id >=459 && post_id<= 514;
[27/Mar/2019 12:00:22 AM] : [ReplyViews] |   Query failed Column count doesn't match value count at row 1 on line 82 in file C:\wamp64\www\sample_app\private\classes\class.reply_views.php
[27/Mar/2019 12:38:30 AM] : [ReplyViews] |   Query failed Column count doesn't match value count at row 1 on line 82 in file C:\wamp64\www\sample_app\private\classes\class.reply_views.php
[27/Mar/2019 12:40:10 AM] : [] | here296
[27/Mar/2019 12:40:10 AM] : [] | here337
[27/Mar/2019 01:33:11 AM] : [] | here296
[27/Mar/2019 01:33:11 AM] : [] | here337
[27/Mar/2019 01:33:11 AM] : [Notifications] |  Query failed: Commands out of sync; you can't run this command now on line: 36
[27/Mar/2019 01:34:39 AM] : [] | here296
[27/Mar/2019 01:34:39 AM] : [] | here337
[27/Mar/2019 01:35:40 AM] : [] | here296
[27/Mar/2019 01:35:40 AM] : [] | here337
[27/Mar/2019 01:35:40 AM] : [Notifications] |  Query failed: Commands out of sync; you can't run this command now on line: 36
[27/Mar/2019 01:36:22 AM] : [] | here296
[27/Mar/2019 01:36:22 AM] : [] | here337
[27/Mar/2019 01:36:22 AM] : [Notifications] |  Query failed: Commands out of sync; you can't run this command now on line: 36
[27/Mar/2019 01:36:41 AM] : [Pagination] | 558
[27/Mar/2019 01:36:41 AM] : [Pagination] | SELECT views_likes.id AS views_table_likes_table_id,post_id AS views_table_likes_table_post_id,views_likes.comment_id    AS views_table_likes_table_comment_id,views_likes.user_id AS views_table_likes_table_user_id,views_likes.firstname AS views_table_likes_table_firstname,views_likes.lastname AS views_table_likes_table_lastname,views_likes.likes_time AS views_table_likes_table_likes_time FROM views_likes WHERE post_id >=497 && post_id <=558;SELECT reply_views_likes.id AS reply_views_likes_table_id,reply_views_likes.reply_id AS reply_views_likes_table_reply_id,post_id AS reply_views_likes_table_post_id,reply_views_likes.comment_id    AS reply_views_likes_table_comment_id,reply_views_likes.user_id AS reply_views_likes_table_user_id,reply_views_likes.firstname AS reply_views_likes_table_firstname,reply_views_likes.lastname AS reply_views_likes_table_lastname,reply_views_likes.likes_time  AS reply_views_likes_table_likes_time FROM reply_views_likes WHERE post_id >=497 && post_id <=558;SELECT * FROM reactions WHERE post_id >=497 && post_id<= 558;
[27/Mar/2019 01:49:50 AM] : [Pagination] | 514
[27/Mar/2019 01:49:50 AM] : [Pagination] | SELECT views_likes.id AS views_table_likes_table_id,post_id AS views_table_likes_table_post_id,views_likes.comment_id    AS views_table_likes_table_comment_id,views_likes.user_id AS views_table_likes_table_user_id,views_likes.firstname AS views_table_likes_table_firstname,views_likes.lastname AS views_table_likes_table_lastname,views_likes.likes_time AS views_table_likes_table_likes_time FROM views_likes WHERE post_id >=459 && post_id <=514;SELECT reply_views_likes.id AS reply_views_likes_table_id,reply_views_likes.reply_id AS reply_views_likes_table_reply_id,post_id AS reply_views_likes_table_post_id,reply_views_likes.comment_id    AS reply_views_likes_table_comment_id,reply_views_likes.user_id AS reply_views_likes_table_user_id,reply_views_likes.firstname AS reply_views_likes_table_firstname,reply_views_likes.lastname AS reply_views_likes_table_lastname,reply_views_likes.likes_time  AS reply_views_likes_table_likes_time FROM reply_views_likes WHERE post_id >=459 && post_id <=514;SELECT * FROM reactions WHERE post_id >=459 && post_id<= 514;
[27/Mar/2019 01:49:50 AM] : [Pagination] | 467
[27/Mar/2019 01:49:50 AM] : [Pagination] | SELECT views_likes.id AS views_table_likes_table_id,post_id AS views_table_likes_table_post_id,views_likes.comment_id    AS views_table_likes_table_comment_id,views_likes.user_id AS views_table_likes_table_user_id,views_likes.firstname AS views_table_likes_table_firstname,views_likes.lastname AS views_table_likes_table_lastname,views_likes.likes_time AS views_table_likes_table_likes_time FROM views_likes WHERE post_id >=438 && post_id <=467;SELECT reply_views_likes.id AS reply_views_likes_table_id,reply_views_likes.reply_id AS reply_views_likes_table_reply_id,post_id AS reply_views_likes_table_post_id,reply_views_likes.comment_id    AS reply_views_likes_table_comment_id,reply_views_likes.user_id AS reply_views_likes_table_user_id,reply_views_likes.firstname AS reply_views_likes_table_firstname,reply_views_likes.lastname AS reply_views_likes_table_lastname,reply_views_likes.likes_time  AS reply_views_likes_table_likes_time FROM reply_views_likes WHERE post_id >=438 && post_id <=467;SELECT * FROM reactions WHERE post_id >=438 && post_id<= 467;
[27/Mar/2019 01:49:51 AM] : [Pagination] | 448
[27/Mar/2019 01:49:51 AM] : [Pagination] | SELECT views_likes.id AS views_table_likes_table_id,post_id AS views_table_likes_table_post_id,views_likes.comment_id    AS views_table_likes_table_comment_id,views_likes.user_id AS views_table_likes_table_user_id,views_likes.firstname AS views_table_likes_table_firstname,views_likes.lastname AS views_table_likes_table_lastname,views_likes.likes_time AS views_table_likes_table_likes_time FROM views_likes WHERE post_id >=422 && post_id <=448;SELECT reply_views_likes.id AS reply_views_likes_table_id,reply_views_likes.reply_id AS reply_views_likes_table_reply_id,post_id AS reply_views_likes_table_post_id,reply_views_likes.comment_id    AS reply_views_likes_table_comment_id,reply_views_likes.user_id AS reply_views_likes_table_user_id,reply_views_likes.firstname AS reply_views_likes_table_firstname,reply_views_likes.lastname AS reply_views_likes_table_lastname,reply_views_likes.likes_time  AS reply_views_likes_table_likes_time FROM reply_views_likes WHERE post_id >=422 && post_id <=448;SELECT * FROM reactions WHERE post_id >=422 && post_id<= 448;
[27/Mar/2019 01:49:51 AM] : [Pagination] | 558
[27/Mar/2019 01:49:51 AM] : [Pagination] | SELECT views_likes.id AS views_table_likes_table_id,post_id AS views_table_likes_table_post_id,views_likes.comment_id    AS views_table_likes_table_comment_id,views_likes.user_id AS views_table_likes_table_user_id,views_likes.firstname AS views_table_likes_table_firstname,views_likes.lastname AS views_table_likes_table_lastname,views_likes.likes_time AS views_table_likes_table_likes_time FROM views_likes WHERE post_id >=497 && post_id <=558;SELECT reply_views_likes.id AS reply_views_likes_table_id,reply_views_likes.reply_id AS reply_views_likes_table_reply_id,post_id AS reply_views_likes_table_post_id,reply_views_likes.comment_id    AS reply_views_likes_table_comment_id,reply_views_likes.user_id AS reply_views_likes_table_user_id,reply_views_likes.firstname AS reply_views_likes_table_firstname,reply_views_likes.lastname AS reply_views_likes_table_lastname,reply_views_likes.likes_time  AS reply_views_likes_table_likes_time FROM reply_views_likes WHERE post_id >=497 && post_id <=558;SELECT * FROM reactions WHERE post_id >=497 && post_id<= 558;
[27/Mar/2019 01:50:26 AM] : [Pagination] | 514
[27/Mar/2019 01:50:26 AM] : [Pagination] | SELECT views_likes.id AS views_table_likes_table_id,post_id AS views_table_likes_table_post_id,views_likes.comment_id    AS views_table_likes_table_comment_id,views_likes.user_id AS views_table_likes_table_user_id,views_likes.firstname AS views_table_likes_table_firstname,views_likes.lastname AS views_table_likes_table_lastname,views_likes.likes_time AS views_table_likes_table_likes_time FROM views_likes WHERE post_id >=459 && post_id <=514;SELECT reply_views_likes.id AS reply_views_likes_table_id,reply_views_likes.reply_id AS reply_views_likes_table_reply_id,post_id AS reply_views_likes_table_post_id,reply_views_likes.comment_id    AS reply_views_likes_table_comment_id,reply_views_likes.user_id AS reply_views_likes_table_user_id,reply_views_likes.firstname AS reply_views_likes_table_firstname,reply_views_likes.lastname AS reply_views_likes_table_lastname,reply_views_likes.likes_time  AS reply_views_likes_table_likes_time FROM reply_views_likes WHERE post_id >=459 && post_id <=514;SELECT * FROM reactions WHERE post_id >=459 && post_id<= 514;
[27/Mar/2019 01:50:27 AM] : [Pagination] | 467
[27/Mar/2019 01:50:27 AM] : [Pagination] | SELECT views_likes.id AS views_table_likes_table_id,post_id AS views_table_likes_table_post_id,views_likes.comment_id    AS views_table_likes_table_comment_id,views_likes.user_id AS views_table_likes_table_user_id,views_likes.firstname AS views_table_likes_table_firstname,views_likes.lastname AS views_table_likes_table_lastname,views_likes.likes_time AS views_table_likes_table_likes_time FROM views_likes WHERE post_id >=438 && post_id <=467;SELECT reply_views_likes.id AS reply_views_likes_table_id,reply_views_likes.reply_id AS reply_views_likes_table_reply_id,post_id AS reply_views_likes_table_post_id,reply_views_likes.comment_id    AS reply_views_likes_table_comment_id,reply_views_likes.user_id AS reply_views_likes_table_user_id,reply_views_likes.firstname AS reply_views_likes_table_firstname,reply_views_likes.lastname AS reply_views_likes_table_lastname,reply_views_likes.likes_time  AS reply_views_likes_table_likes_time FROM reply_views_likes WHERE post_id >=438 && post_id <=467;SELECT * FROM reactions WHERE post_id >=438 && post_id<= 467;
[27/Mar/2019 01:50:27 AM] : [Pagination] | 448
[27/Mar/2019 01:50:27 AM] : [Pagination] | SELECT views_likes.id AS views_table_likes_table_id,post_id AS views_table_likes_table_post_id,views_likes.comment_id    AS views_table_likes_table_comment_id,views_likes.user_id AS views_table_likes_table_user_id,views_likes.firstname AS views_table_likes_table_firstname,views_likes.lastname AS views_table_likes_table_lastname,views_likes.likes_time AS views_table_likes_table_likes_time FROM views_likes WHERE post_id >=422 && post_id <=448;SELECT reply_views_likes.id AS reply_views_likes_table_id,reply_views_likes.reply_id AS reply_views_likes_table_reply_id,post_id AS reply_views_likes_table_post_id,reply_views_likes.comment_id    AS reply_views_likes_table_comment_id,reply_views_likes.user_id AS reply_views_likes_table_user_id,reply_views_likes.firstname AS reply_views_likes_table_firstname,reply_views_likes.lastname AS reply_views_likes_table_lastname,reply_views_likes.likes_time  AS reply_views_likes_table_likes_time FROM reply_views_likes WHERE post_id >=422 && post_id <=448;SELECT * FROM reactions WHERE post_id >=422 && post_id<= 448;
[27/Mar/2019 01:50:27 AM] : [Pagination] | 433
[27/Mar/2019 01:50:27 AM] : [Pagination] | SELECT views_likes.id AS views_table_likes_table_id,post_id AS views_table_likes_table_post_id,views_likes.comment_id    AS views_table_likes_table_comment_id,views_likes.user_id AS views_table_likes_table_user_id,views_likes.firstname AS views_table_likes_table_firstname,views_likes.lastname AS views_table_likes_table_lastname,views_likes.likes_time AS views_table_likes_table_likes_time FROM views_likes WHERE post_id >=412 && post_id <=433;SELECT reply_views_likes.id AS reply_views_likes_table_id,reply_views_likes.reply_id AS reply_views_likes_table_reply_id,post_id AS reply_views_likes_table_post_id,reply_views_likes.comment_id    AS reply_views_likes_table_comment_id,reply_views_likes.user_id AS reply_views_likes_table_user_id,reply_views_likes.firstname AS reply_views_likes_table_firstname,reply_views_likes.lastname AS reply_views_likes_table_lastname,reply_views_likes.likes_time  AS reply_views_likes_table_likes_time FROM reply_views_likes WHERE post_id >=412 && post_id <=433;SELECT * FROM reactions WHERE post_id >=412 && post_id<= 433;
[27/Mar/2019 01:50:27 AM] : [Pagination] | 418
[27/Mar/2019 01:50:27 AM] : [Pagination] | SELECT views_likes.id AS views_table_likes_table_id,post_id AS views_table_likes_table_post_id,views_likes.comment_id    AS views_table_likes_table_comment_id,views_likes.user_id AS views_table_likes_table_user_id,views_likes.firstname AS views_table_likes_table_firstname,views_likes.lastname AS views_table_likes_table_lastname,views_likes.likes_time AS views_table_likes_table_likes_time FROM views_likes WHERE post_id >=404 && post_id <=418;SELECT reply_views_likes.id AS reply_views_likes_table_id,reply_views_likes.reply_id AS reply_views_likes_table_reply_id,post_id AS reply_views_likes_table_post_id,reply_views_likes.comment_id    AS reply_views_likes_table_comment_id,reply_views_likes.user_id AS reply_views_likes_table_user_id,reply_views_likes.firstname AS reply_views_likes_table_firstname,reply_views_likes.lastname AS reply_views_likes_table_lastname,reply_views_likes.likes_time  AS reply_views_likes_table_likes_time FROM reply_views_likes WHERE post_id >=404 && post_id <=418;SELECT * FROM reactions WHERE post_id >=404 && post_id<= 418;
[27/Mar/2019 01:50:28 AM] : [Pagination] | 558
[27/Mar/2019 01:50:28 AM] : [Pagination] | SELECT views_likes.id AS views_table_likes_table_id,post_id AS views_table_likes_table_post_id,views_likes.comment_id    AS views_table_likes_table_comment_id,views_likes.user_id AS views_table_likes_table_user_id,views_likes.firstname AS views_table_likes_table_firstname,views_likes.lastname AS views_table_likes_table_lastname,views_likes.likes_time AS views_table_likes_table_likes_time FROM views_likes WHERE post_id >=497 && post_id <=558;SELECT reply_views_likes.id AS reply_views_likes_table_id,reply_views_likes.reply_id AS reply_views_likes_table_reply_id,post_id AS reply_views_likes_table_post_id,reply_views_likes.comment_id    AS reply_views_likes_table_comment_id,reply_views_likes.user_id AS reply_views_likes_table_user_id,reply_views_likes.firstname AS reply_views_likes_table_firstname,reply_views_likes.lastname AS reply_views_likes_table_lastname,reply_views_likes.likes_time  AS reply_views_likes_table_likes_time FROM reply_views_likes WHERE post_id >=497 && post_id <=558;SELECT * FROM reactions WHERE post_id >=497 && post_id<= 558;
[27/Mar/2019 01:52:49 AM] : [Pagination] | 558
